ID	Description	GeneRatio	pvalue	p.adjust	SYMBOL	ENTREZID	log2FoldChange
mmu04974	Protein digestion and absorption	0.0695970695970696	5.05328795073343e-10	1.17741609252089e-07	Atp1b4	67821	1.10523753146093
mmu04974	Protein digestion and absorption	0.0695970695970696	5.05328795073343e-10	1.17741609252089e-07	Col8a2	329941	1.01175083568057
mmu04974	Protein digestion and absorption	0.0695970695970696	5.05328795073343e-10	1.17741609252089e-07	Col11a2	12815	0.894222588945609
mmu04974	Protein digestion and absorption	0.0695970695970696	5.05328795073343e-10	1.17741609252089e-07	Col26a1	140709	0.871394658850373
mmu04974	Protein digestion and absorption	0.0695970695970696	5.05328795073343e-10	1.17741609252089e-07	Col7a1	12836	0.840237998387631
mmu04974	Protein digestion and absorption	0.0695970695970696	5.05328795073343e-10	1.17741609252089e-07	Col1a1	12842	0.801825397685827
mmu04974	Protein digestion and absorption	0.0695970695970696	5.05328795073343e-10	1.17741609252089e-07	Col1a2	12843	0.782892840385279
mmu04974	Protein digestion and absorption	0.0695970695970696	5.05328795073343e-10	1.17741609252089e-07	Col3a1	12825	0.753567705020802
mmu04974	Protein digestion and absorption	0.0695970695970696	5.05328795073343e-10	1.17741609252089e-07	Col22a1	69700	0.724742520816237
mmu04974	Protein digestion and absorption	0.0695970695970696	5.05328795073343e-10	1.17741609252089e-07	Dpp4	13482	0.713106440649026
mmu04974	Protein digestion and absorption	0.0695970695970696	5.05328795073343e-10	1.17741609252089e-07	Col6a2	12834	0.693137387052045
mmu04974	Protein digestion and absorption	0.0695970695970696	5.05328795073343e-10	1.17741609252089e-07	Kcnk5	16529	0.685296955121222
mmu04974	Protein digestion and absorption	0.0695970695970696	5.05328795073343e-10	1.17741609252089e-07	Col12a1	12816	0.682107703818834
mmu04974	Protein digestion and absorption	0.0695970695970696	5.05328795073343e-10	1.17741609252089e-07	Col6a3	12835	0.644375141152673
mmu04974	Protein digestion and absorption	0.0695970695970696	5.05328795073343e-10	1.17741609252089e-07	Col11a1	12814	0.623555289996717
