ID	Description	GeneRatio	pvalue	p.adjust	SYMBOL	ENTREZID	log2FoldChange
mmu00190	Oxidative phosphorylation	0.115789473684211	1.64951711309261e-07	2.82067426338836e-05	Ndufa5	68202	-0.598728832766811
mmu00190	Oxidative phosphorylation	0.115789473684211	1.64951711309261e-07	2.82067426338836e-05	Ndufa4	17992	-0.611650865414977
mmu00190	Oxidative phosphorylation	0.115789473684211	1.64951711309261e-07	2.82067426338836e-05	COX3	17710	-0.626569640940178
mmu00190	Oxidative phosphorylation	0.115789473684211	1.64951711309261e-07	2.82067426338836e-05	ND4	17719	-0.635737253450456
mmu00190	Oxidative phosphorylation	0.115789473684211	1.64951711309261e-07	2.82067426338836e-05	ATP8	17706	-0.642522852445987
mmu00190	Oxidative phosphorylation	0.115789473684211	1.64951711309261e-07	2.82067426338836e-05	COX1	17708	-0.666021637054026
mmu00190	Oxidative phosphorylation	0.115789473684211	1.64951711309261e-07	2.82067426338836e-05	CYTB	17711	-0.67518576476105
mmu00190	Oxidative phosphorylation	0.115789473684211	1.64951711309261e-07	2.82067426338836e-05	ND1	17716	-0.677598128197945
mmu00190	Oxidative phosphorylation	0.115789473684211	1.64951711309261e-07	2.82067426338836e-05	ND6	17722	-0.679266701792735
mmu00190	Oxidative phosphorylation	0.115789473684211	1.64951711309261e-07	2.82067426338836e-05	Cycs	13063	-0.703601045612769
mmu00190	Oxidative phosphorylation	0.115789473684211	1.64951711309261e-07	2.82067426338836e-05	ND5	17721	-0.717479694736831
mmu00330	Arginine and proline metabolism	0.0526315789473684	0.00025609134190963	0.0177415681007225	Maob	109731	-0.629698409056541
mmu00330	Arginine and proline metabolism	0.0526315789473684	0.00025609134190963	0.0177415681007225	Nos1	18125	-0.684907547794127
mmu00330	Arginine and proline metabolism	0.0526315789473684	0.00025609134190963	0.0177415681007225	Amd1	11702	-0.73666495275684
mmu00330	Arginine and proline metabolism	0.0526315789473684	0.00025609134190963	0.0177415681007225	Aldh18a1	56454	-1.11461753704627
mmu00330	Arginine and proline metabolism	0.0526315789473684	0.00025609134190963	0.0177415681007225	Smox	228608	-1.12661426065406
mmu04260	Cardiac muscle contraction	0.0631578947368421	0.000311255580714429	0.0177415681007225	COX3	17710	-0.626569640940178
mmu04260	Cardiac muscle contraction	0.0631578947368421	0.000311255580714429	0.0177415681007225	COX1	17708	-0.666021637054026
mmu04260	Cardiac muscle contraction	0.0631578947368421	0.000311255580714429	0.0177415681007225	CYTB	17711	-0.67518576476105
mmu04260	Cardiac muscle contraction	0.0631578947368421	0.000311255580714429	0.0177415681007225	Atp1b2	11932	-0.677414422341691
mmu04260	Cardiac muscle contraction	0.0631578947368421	0.000311255580714429	0.0177415681007225	Slc8a1	20541	-0.831193510053332
mmu04260	Cardiac muscle contraction	0.0631578947368421	0.000311255580714429	0.0177415681007225	Tpm1	22003	-0.863503895986953
