ID	Description	GeneRatio	pvalue	p.adjust	SYMBOL	ENTREZID	log2FoldChange
GO:0030199	collagen fibril organization	0.0314769975786925	1.65825428849169e-11	5.21355148301786e-08	Comp	12845	1.41999679302459
GO:0030199	collagen fibril organization	0.0314769975786925	1.65825428849169e-11	5.21355148301786e-08	Col11a2	12815	0.894222588945609
GO:0030199	collagen fibril organization	0.0314769975786925	1.65825428849169e-11	5.21355148301786e-08	Fkbp10	14230	0.885517320140619
GO:0030199	collagen fibril organization	0.0314769975786925	1.65825428849169e-11	5.21355148301786e-08	Scx	20289	0.83708569446257
GO:0030199	collagen fibril organization	0.0314769975786925	1.65825428849169e-11	5.21355148301786e-08	Col1a1	12842	0.801825397685827
GO:0030199	collagen fibril organization	0.0314769975786925	1.65825428849169e-11	5.21355148301786e-08	Col1a2	12843	0.782892840385279
GO:0030199	collagen fibril organization	0.0314769975786925	1.65825428849169e-11	5.21355148301786e-08	Col3a1	12825	0.753567705020802
GO:0030199	collagen fibril organization	0.0314769975786925	1.65825428849169e-11	5.21355148301786e-08	Adamts14	237360	0.751553307857423
GO:0030199	collagen fibril organization	0.0314769975786925	1.65825428849169e-11	5.21355148301786e-08	Lox	16948	0.732471393386944
GO:0030199	collagen fibril organization	0.0314769975786925	1.65825428849169e-11	5.21355148301786e-08	Loxl2	94352	0.699121811051005
GO:0030199	collagen fibril organization	0.0314769975786925	1.65825428849169e-11	5.21355148301786e-08	Loxl1	16949	0.637429937103179
GO:0030199	collagen fibril organization	0.0314769975786925	1.65825428849169e-11	5.21355148301786e-08	Col11a1	12814	0.623555289996717
GO:0030199	collagen fibril organization	0.0314769975786925	1.65825428849169e-11	5.21355148301786e-08	Col5a1	12831	0.60290438991613
GO:0006941	striated muscle contraction	0.036319612590799	3.05692108468922e-07	0.000480547994513146	Myh3	17883	2.89939644685598
GO:0006941	striated muscle contraction	0.036319612590799	3.05692108468922e-07	0.000480547994513146	Ryr3	20192	2.13835309893572
GO:0006941	striated muscle contraction	0.036319612590799	3.05692108468922e-07	0.000480547994513146	Pkp2	67451	1.45907938310341
GO:0006941	striated muscle contraction	0.036319612590799	3.05692108468922e-07	0.000480547994513146	Actc1	11464	1.23775360273695
GO:0006941	striated muscle contraction	0.036319612590799	3.05692108468922e-07	0.000480547994513146	Dsc2	13506	1.04891342268734
GO:0006941	striated muscle contraction	0.036319612590799	3.05692108468922e-07	0.000480547994513146	Chrnb1	11443	0.93596637201228
GO:0006941	striated muscle contraction	0.036319612590799	3.05692108468922e-07	0.000480547994513146	Tnni1	21952	0.896321193535328
GO:0006941	striated muscle contraction	0.036319612590799	3.05692108468922e-07	0.000480547994513146	Myh14	71960	0.893993931054948
GO:0006941	striated muscle contraction	0.036319612590799	3.05692108468922e-07	0.000480547994513146	Myh7	140781	0.832840655722877
GO:0006941	striated muscle contraction	0.036319612590799	3.05692108468922e-07	0.000480547994513146	Kcnh2	16511	0.782816045829928
GO:0006941	striated muscle contraction	0.036319612590799	3.05692108468922e-07	0.000480547994513146	Ccn2	14219	0.731725625989032
GO:0006941	striated muscle contraction	0.036319612590799	3.05692108468922e-07	0.000480547994513146	Chrng	11449	0.623647202809095
GO:0006941	striated muscle contraction	0.036319612590799	3.05692108468922e-07	0.000480547994513146	Myh6	17888	0.621628057568325
GO:0006941	striated muscle contraction	0.036319612590799	3.05692108468922e-07	0.000480547994513146	Pde5a	242202	0.61646626897963
GO:0006941	striated muscle contraction	0.036319612590799	3.05692108468922e-07	0.000480547994513146	Scn3b	235281	0.599214893553136
GO:0085029	extracellular matrix assembly	0.0193704600484262	6.23182043326183e-07	0.00065309478140584	Sox9	20682	1.17133366381944
GO:0085029	extracellular matrix assembly	0.0193704600484262	6.23182043326183e-07	0.00065309478140584	Fkbp10	14230	0.885517320140619
GO:0085029	extracellular matrix assembly	0.0193704600484262	6.23182043326183e-07	0.00065309478140584	Col1a2	12843	0.782892840385279
GO:0085029	extracellular matrix assembly	0.0193704600484262	6.23182043326183e-07	0.00065309478140584	Lox	16948	0.732471393386944
GO:0085029	extracellular matrix assembly	0.0193704600484262	6.23182043326183e-07	0.00065309478140584	Ltbp3	16998	0.68866903216378
GO:0085029	extracellular matrix assembly	0.0193704600484262	6.23182043326183e-07	0.00065309478140584	Antxr1	69538	0.678559372304622
GO:0085029	extracellular matrix assembly	0.0193704600484262	6.23182043326183e-07	0.00065309478140584	Clasp1	76707	0.663893526194469
GO:0085029	extracellular matrix assembly	0.0193704600484262	6.23182043326183e-07	0.00065309478140584	Mfap4	76293	0.613678210996033
GO:0033275	actin-myosin filament sliding	0.0121065375302663	1.20689207990276e-06	0.000948617174803569	Myl6b	216459	1.88750162558657
GO:0033275	actin-myosin filament sliding	0.0121065375302663	1.20689207990276e-06	0.000948617174803569	Actc1	11464	1.23775360273695
GO:0033275	actin-myosin filament sliding	0.0121065375302663	1.20689207990276e-06	0.000948617174803569	Myh7	140781	0.832840655722877
