ID	Description	GeneRatio	pvalue	p.adjust	SYMBOL	ENTREZID	log2FoldChange
mmu04974	Protein digestion and absorption	0.0898876404494382	3.23467871029172e-10	6.50170420768635e-08	Atp1b4	67821	1.10523753146093
mmu04974	Protein digestion and absorption	0.0898876404494382	3.23467871029172e-10	6.50170420768635e-08	Col8a2	329941	1.01175083568057
mmu04974	Protein digestion and absorption	0.0898876404494382	3.23467871029172e-10	6.50170420768635e-08	Col11a2	12815	0.894222588945609
mmu04974	Protein digestion and absorption	0.0898876404494382	3.23467871029172e-10	6.50170420768635e-08	Col26a1	140709	0.871394658850373
mmu04974	Protein digestion and absorption	0.0898876404494382	3.23467871029172e-10	6.50170420768635e-08	Col7a1	12836	0.840237998387631
mmu04974	Protein digestion and absorption	0.0898876404494382	3.23467871029172e-10	6.50170420768635e-08	Col1a1	12842	0.801825397685827
mmu04974	Protein digestion and absorption	0.0898876404494382	3.23467871029172e-10	6.50170420768635e-08	Col1a2	12843	0.782892840385279
mmu04974	Protein digestion and absorption	0.0898876404494382	3.23467871029172e-10	6.50170420768635e-08	Col3a1	12825	0.753567705020802
mmu04974	Protein digestion and absorption	0.0898876404494382	3.23467871029172e-10	6.50170420768635e-08	Col22a1	69700	0.724742520816237
mmu04974	Protein digestion and absorption	0.0898876404494382	3.23467871029172e-10	6.50170420768635e-08	Dpp4	13482	0.713106440649026
mmu04974	Protein digestion and absorption	0.0898876404494382	3.23467871029172e-10	6.50170420768635e-08	Col6a2	12834	0.693137387052045
mmu04974	Protein digestion and absorption	0.0898876404494382	3.23467871029172e-10	6.50170420768635e-08	Kcnk5	16529	0.685296955121222
mmu04974	Protein digestion and absorption	0.0898876404494382	3.23467871029172e-10	6.50170420768635e-08	Col12a1	12816	0.682107703818834
mmu04974	Protein digestion and absorption	0.0898876404494382	3.23467871029172e-10	6.50170420768635e-08	Col6a3	12835	0.644375141152673
mmu04974	Protein digestion and absorption	0.0898876404494382	3.23467871029172e-10	6.50170420768635e-08	Col11a1	12814	0.623555289996717
mmu04974	Protein digestion and absorption	0.0898876404494382	3.23467871029172e-10	6.50170420768635e-08	Col5a1	12831	0.60290438991613
mmu04512	ECM-receptor interaction	0.0786516853932584	1.65498332732705e-09	1.66325824396368e-07	Comp	12845	1.41999679302459
mmu04512	ECM-receptor interaction	0.0786516853932584	1.65498332732705e-09	1.66325824396368e-07	Thbs1	21825	1.09017101514968
mmu04512	ECM-receptor interaction	0.0786516853932584	1.65498332732705e-09	1.66325824396368e-07	Thbs4	21828	1.0619384608287
mmu04512	ECM-receptor interaction	0.0786516853932584	1.65498332732705e-09	1.66325824396368e-07	Thbs2	21826	0.818161366829898
mmu04512	ECM-receptor interaction	0.0786516853932584	1.65498332732705e-09	1.66325824396368e-07	Itga9	104099	0.816748129715258
mmu04512	ECM-receptor interaction	0.0786516853932584	1.65498332732705e-09	1.66325824396368e-07	Col1a1	12842	0.801825397685827
mmu04512	ECM-receptor interaction	0.0786516853932584	1.65498332732705e-09	1.66325824396368e-07	Col1a2	12843	0.782892840385279
mmu04512	ECM-receptor interaction	0.0786516853932584	1.65498332732705e-09	1.66325824396368e-07	Col6a2	12834	0.693137387052045
mmu04512	ECM-receptor interaction	0.0786516853932584	1.65498332732705e-09	1.66325824396368e-07	Fn1	14268	0.679029736331868
mmu04512	ECM-receptor interaction	0.0786516853932584	1.65498332732705e-09	1.66325824396368e-07	Chad	12643	0.676085507454331
mmu04512	ECM-receptor interaction	0.0786516853932584	1.65498332732705e-09	1.66325824396368e-07	Itga5	16402	0.675474393097218
mmu04512	ECM-receptor interaction	0.0786516853932584	1.65498332732705e-09	1.66325824396368e-07	Itga11	319480	0.674068116089565
mmu04512	ECM-receptor interaction	0.0786516853932584	1.65498332732705e-09	1.66325824396368e-07	Col6a3	12835	0.644375141152673
mmu04512	ECM-receptor interaction	0.0786516853932584	1.65498332732705e-09	1.66325824396368e-07	Lama2	16773	0.625357945124318
mmu05410	Hypertrophic cardiomyopathy	0.0449438202247191	0.00044060376647434	0.027568825843754	Cacna2d3	12294	1.23952422360004
mmu05410	Hypertrophic cardiomyopathy	0.0449438202247191	0.00044060376647434	0.027568825843754	Actc1	11464	1.23775360273695
mmu05410	Hypertrophic cardiomyopathy	0.0449438202247191	0.00044060376647434	0.027568825843754	Myh7	140781	0.832840655722877
mmu05410	Hypertrophic cardiomyopathy	0.0449438202247191	0.00044060376647434	0.027568825843754	Itga9	104099	0.816748129715258
mmu05410	Hypertrophic cardiomyopathy	0.0449438202247191	0.00044060376647434	0.027568825843754	Itga5	16402	0.675474393097218
mmu05410	Hypertrophic cardiomyopathy	0.0449438202247191	0.00044060376647434	0.027568825843754	Itga11	319480	0.674068116089565
